iso-datetime,DAYTIME,CLOUDINESS,GHI,DAYTIME_4,DAYTIME_12,DAYTIME_24,CLEARSKY_GHI_24,CLEARSKY_GHI_12,CLEARSKY_GHI_4,CLEARSKY_GHI_0,CLEARSKY_GHI_-4,CLEARSKY_GHI_-12,CLEARSKY_GHI_-24,AZIMUTH_24,AZIMUTH_12,AZIMUTH_4,AZIMUTH_0,AZIMUTH_-4,AZIMUTH_-12,AZIMUTH_-24,LAT,LONG,ALT,GHI_4,GHI_12,GHI_24,station,MASK,MASK_4,MASK_12,MASK_24
2010-04-15 23:15:00,1.0,variable,166.0066666666695,1.0,0.0,0.0,871.7346115015985,720.7721445242402,371.7865713763699,163.86631961568293,5.82551346867799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,20.92000000000282,-6.053333333330515,-5.773333333330516,BND,1,1,0,0
2010-04-15 23:30:00,1.0,slightly cloudy,153.22666666666953,1.0,0.0,0.0,879.6204300036302,685.7563737016527,320.1555210620045,114.07700837366765,0.012506491261535075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,2.7933333333361516,-6.219999999997183,-5.759999999997182,BND,1,1,0,0
2010-04-15 23:45:00,1.0,slightly cloudy,103.24666666666948,0.0,0.0,0.0,883.7170264538764,647.8593689995154,267.88363339619474,68.17049024902829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,-4.286666666663848,-6.05999999999718,-5.679999999997183,BND,1,0,0,0
2010-04-16 00:00:00,1.0,slightly cloudy,47.28666666666949,0.0,0.0,0.0,884.0061117439602,607.2669031969806,215.52922678586557,29.863939893546267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,-5.8866666666638485,-5.9599999999971836,-5.46666666666385,BND,1,0,0,0
2010-04-16 00:15:00,1.0,variable,20.92000000000282,0.0,0.0,0.0,880.4866697300617,564.1830259338107,163.86631961568293,5.82551346867799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,-5.9266666666638494,-6.053333333330513,-5.593333333330515,BND,1,0,0,0
2010-04-16 00:30:00,1.0,variable,2.7933333333361516,0.0,0.0,0.0,873.1749568578199,518.8317150847331,114.07700837366765,0.012506491261535075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,-5.62666666666385,-5.893333333330519,-5.479999999997184,BND,1,0,0,0
2010-04-16 11:30:00,1.0,cloudy,4.93333333333615,1.0,1.0,1.0,0.0,0.0,0.0,4.77285804288861,160.06571970556263,561.5620727725993,882.8626901964544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,128.52000000000282,170.48666666666944,205.0200000000027,BND,1,1,1,1
2010-04-16 11:45:00,1.0,variable,23.506666666669485,1.0,1.0,1.0,0.0,0.0,0.0,27.417029691554326,211.6906503969058,604.9503292824653,886.8924367657875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,166.42666666666943,184.58666666666943,286.3800000000028,BND,1,1,1,1
2010-04-16 12:00:00,1.0,slightly cloudy,51.36666666666949,1.0,1.0,1.0,0.0,0.0,0.0,64.91417253324605,264.08742658682365,645.8723062621195,887.1206301604562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,105.07333333333607,236.8333333333361,253.02000000000277,BND,1,1,1,1
2010-04-16 12:15:00,1.0,variable,93.01333333333612,1.0,1.0,1.0,0.0,0.0,0.0,110.43929438156303,316.45952443820676,684.1224932964132,883.5465313698165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,144.8666666666694,201.3533333333361,273.2400000000028,BND,1,1,1,1
2010-04-16 12:30:00,1.0,variable,128.52000000000282,1.0,1.0,1.0,0.0,0.0,4.77285804288861,160.06571970556263,368.23639222487947,719.5137224104072,876.1866345526844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,235.94000000000275,356.66666666666947,253.60666666666944,BND,1,1,1,1
2010-04-16 12:45:00,1.0,variable,166.42666666666943,1.0,1.0,1.0,0.0,0.0,27.417029691554326,211.6906503969058,418.9754094723648,751.8761964148314,865.0746317593779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,215.713333333336,271.2600000000027,338.55333333333607,BND,1,1,1,1
2010-04-16 13:00:00,1.0,cloudy,105.07333333333607,1.0,1.0,1.0,0.0,0.0,64.91417253324605,264.08742658682365,468.31203049835983,781.0569946611046,850.261338694293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,170.05333333333607,153.78000000000276,353.78666666666936,BND,1,1,1,1
2010-04-16 13:15:00,1.0,variable,144.8666666666694,1.0,1.0,1.0,0.0,0.0,110.43929438156303,316.45952443820676,515.9331137312367,806.9198503315743,831.8145925502598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,160.01333333333605,137.92666666666938,563.2866666666692,BND,1,1,1,1
2010-04-16 13:30:00,1.0,cloudy,235.94000000000275,1.0,1.0,1.0,0.0,0.0,160.06571970556263,368.23639222487947,561.5620727725993,829.3451039968176,809.8191316594045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,170.48666666666944,129.69333333333608,698.320000000003,BND,1,1,1,1
2010-04-16 13:45:00,1.0,cloudy,215.713333333336,1.0,1.0,1.0,0.0,0.0,211.6906503969058,418.9754094723648,604.9503292824653,848.2297670843254,784.3764600666473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,184.58666666666943,161.56666666666936,621.7066666666693,BND,1,1,1,1
2010-04-16 14:00:00,1.0,cloudy,170.05333333333607,1.0,1.0,1.0,0.0,0.0,264.08742658682365,468.31203049835983,645.8723062621195,863.4876254133723,755.6047333020814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,236.8333333333361,124.01333333333609,617.6400000000028,BND,1,1,1,1
2010-04-16 14:15:00,1.0,variable,160.01333333333605,1.0,1.0,1.0,0.0,0.0,316.45952443820676,515.9331137312367,684.1224932964132,875.0493635704659,723.6386928259127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,201.3533333333361,123.84666666666939,692.9533333333361,BND,1,1,1,1
2010-04-16 14:30:00,1.0,cloudy,170.48666666666944,1.0,1.0,1.0,0.0,4.77285804288861,368.23639222487947,561.5620727725993,719.5137224104072,882.8626901964544,688.6296804622752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,356.66666666666947,205.0200000000027,673.2666666666694,BND,1,1,1,1
2010-04-16 14:45:00,1.0,variable,184.58666666666943,1.0,1.0,1.0,0.0,27.417029691554326,418.9754094723648,604.9503292824653,751.8761964148314,886.8924367657875,650.7458254513177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,271.2600000000027,286.3800000000028,596.3866666666692,BND,1,1,1,1
2010-04-16 15:00:00,1.0,cloudy,236.8333333333361,1.0,1.0,1.0,0.0,64.91417253324605,468.31203049835983,645.8723062621195,781.0569946611046,887.1206301604562,610.1725015838796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,153.78000000000276,253.02000000000277,603.8200000000026,BND,1,1,1,1
2010-04-16 15:15:00,1.0,cloudy,201.3533333333361,1.0,1.0,1.0,0.0,110.43929438156303,515.9331137312367,684.1224932964132,806.9198503315743,883.5465313698165,567.1132021058472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,137.92666666666938,273.2400000000028,663.7000000000028,BND,1,1,1,1
2010-04-16 15:30:00,1.0,slightly cloudy,356.66666666666947,1.0,1.0,1.0,0.0,160.06571970556263,561.5620727725993,719.5137224104072,829.3451039968176,876.1866345526844,521.7911301956913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,129.69333333333608,253.60666666666944,605.606666666669,BND,1,1,1,1
2010-04-16 15:45:00,1.0,cloudy,271.2600000000027,1.0,1.0,1.0,0.0,211.6906503969058,604.9503292824653,751.8761964148314,848.2297670843254,865.0746317593779,474.4519359604233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,161.56666666666936,338.55333333333607,520.0266666666688,BND,1,1,1,1
2010-04-16 16:00:00,1.0,cloudy,153.78000000000276,1.0,1.0,1.0,0.0,264.08742658682365,645.8723062621195,781.0569946611046,863.4876254133723,850.261338694293,425.3683413913621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,124.01333333333609,353.78666666666936,455.0133333333355,BND,1,1,1,1
2010-04-16 16:15:00,1.0,cloudy,137.92666666666938,1.0,1.0,1.0,0.0,316.45952443820676,684.1224932964132,806.9198503315743,875.0493635704659,831.8145925502598,374.8480503966791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,123.84666666666939,563.2866666666692,377.13333333333543,BND,1,1,1,1
2010-04-16 16:30:00,1.0,cloudy,129.69333333333608,1.0,1.0,1.0,0.0,368.23639222487947,719.5137224104072,829.3451039968176,882.8626901964544,809.8191316594045,323.2474613676475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,205.0200000000027,698.320000000003,268.1866666666687,BND,1,1,1,1
2010-04-16 16:45:00,1.0,cloudy,161.56666666666936,1.0,1.0,1.0,0.0,418.9754094723648,751.8761964148314,848.2297670843254,886.8924367657875,784.3764600666473,270.99611027065964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,286.3800000000028,621.7066666666693,291.340000000002,BND,1,1,1,1
2010-04-16 17:00:00,1.0,cloudy,124.01333333333609,1.0,1.0,1.0,0.0,468.31203049835983,781.0569946611046,863.4876254133723,887.1206301604562,755.6047333020814,218.6420783080879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,253.02000000000277,617.6400000000028,231.5666666666687,BND,1,1,1,1
2010-04-16 17:15:00,1.0,cloudy,123.84666666666939,1.0,1.0,1.0,0.0,515.9331137312367,806.9198503315743,875.0493635704659,883.5465313698165,723.6386928259127,166.9405459731717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,273.2400000000028,692.9533333333361,193.40666666666866,BND,1,1,1,1
2010-04-16 17:30:00,1.0,cloudy,205.0200000000027,1.0,1.0,1.0,4.77285804288861,561.5620727725993,829.3451039968176,882.8626901964544,876.1866345526844,688.6296804622752,117.03644347488154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,253.60666666666944,673.2666666666694,150.25333333333538,BND,1,1,1,1
2010-04-16 17:45:00,1.0,cloudy,286.3800000000028,1.0,1.0,1.0,27.417029691554326,604.9503292824653,848.2297670843254,886.8924367657875,865.0746317593779,650.7458254513177,70.86087534689952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,338.55333333333607,596.3866666666692,95.98666666666865,BND,1,1,1,1
2010-04-16 18:00:00,1.0,cloudy,253.02000000000277,1.0,1.0,1.0,64.91417253324605,645.8723062621195,863.4876254133723,887.1206301604562,850.261338694293,610.1725015838796,31.966202491302703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,353.78666666666936,603.8200000000026,52.38666666666865,BND,1,1,1,1
2010-04-16 18:15:00,1.0,cloudy,273.2400000000028,1.0,1.0,1.0,110.43929438156303,684.1224932964132,875.0493635704659,883.5465313698165,831.8145925502598,567.1132021058472,6.812043735751999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,563.2866666666692,663.7000000000028,22.926666666668655,BND,1,1,1,1
2010-04-16 18:30:00,1.0,cloudy,253.60666666666944,1.0,1.0,1.0,160.06571970556263,719.5137224104072,882.8626901964544,876.1866345526844,809.8191316594045,521.7911301956913,0.0491228180167515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,698.320000000003,605.606666666669,5.613333333335323,BND,1,1,1,1
2010-04-16 18:45:00,1.0,cloudy,338.55333333333607,1.0,1.0,0.0,211.6906503969058,751.8761964148314,886.8924367657875,865.0746317593779,784.3764600666473,474.4519359604233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,621.7066666666693,520.0266666666688,-3.459999999998011,BND,1,1,1,0
2010-04-16 19:00:00,1.0,cloudy,353.78666666666936,1.0,1.0,0.0,264.08742658682365,781.0569946611046,887.1206301604562,850.261338694293,755.6047333020814,425.3683413913621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,617.6400000000028,455.0133333333355,-5.1733333333313425,BND,1,1,1,0
2010-04-16 19:15:00,1.0,variable,563.2866666666692,1.0,1.0,0.0,316.45952443820676,806.9198503315743,883.5465313698165,831.8145925502598,723.6386928259127,374.8480503966791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,692.9533333333361,377.13333333333543,-5.293333333331342,BND,1,1,1,0
2010-04-16 19:30:00,1.0,slightly cloudy,698.320000000003,1.0,1.0,0.0,368.23639222487947,829.3451039968176,876.1866345526844,809.8191316594045,688.6296804622752,323.2474613676475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,673.2666666666694,268.1866666666687,-5.226666666664674,BND,1,1,1,0
2010-04-16 19:45:00,1.0,variable,621.7066666666693,1.0,1.0,0.0,418.9754094723648,848.2297670843254,865.0746317593779,784.3764600666473,650.7458254513177,270.99611027065964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,596.3866666666692,291.340000000002,-5.106666666664673,BND,1,1,1,0
2010-04-16 20:00:00,1.0,variable,617.6400000000028,1.0,1.0,0.0,468.31203049835983,863.4876254133723,850.261338694293,755.6047333020814,610.1725015838796,218.6420783080879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,603.8200000000026,231.5666666666687,-4.686666666664678,BND,1,1,1,0
2010-04-16 20:15:00,1.0,slightly cloudy,692.9533333333361,1.0,1.0,0.0,515.9331137312367,875.0493635704659,831.8145925502598,723.6386928259127,567.1132021058472,166.9405459731717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,663.7000000000028,193.40666666666866,-4.626666666664677,BND,1,1,1,0
2010-04-16 20:30:00,1.0,variable,673.2666666666694,1.0,1.0,0.0,561.5620727725993,882.8626901964544,809.8191316594045,688.6296804622752,521.7911301956913,117.03644347488154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,605.606666666669,150.25333333333538,-5.019999999998009,BND,1,1,1,0
2010-04-16 20:45:00,1.0,slightly cloudy,596.3866666666692,1.0,1.0,0.0,604.9503292824653,886.8924367657875,784.3764600666473,650.7458254513177,474.4519359604233,70.86087534689952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,520.0266666666688,95.98666666666865,-5.099999999998006,BND,1,1,1,0
2010-04-16 21:00:00,1.0,variable,603.8200000000026,1.0,1.0,0.0,645.8723062621195,887.1206301604562,755.6047333020814,610.1725015838796,425.3683413913621,31.966202491302703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,455.0133333333355,52.38666666666865,-5.093333333331341,BND,1,1,1,0
2010-04-16 21:15:00,1.0,clear,663.7000000000028,1.0,1.0,0.0,684.1224932964132,883.5465313698165,723.6386928259127,567.1132021058472,374.8480503966791,6.812043735751999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,377.13333333333543,22.926666666668655,-4.566666666664678,BND,1,1,1,0
2010-04-16 21:30:00,1.0,slightly cloudy,605.606666666669,1.0,1.0,0.0,719.5137224104072,876.1866345526844,688.6296804622752,521.7911301956913,323.2474613676475,0.0491228180167515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,268.1866666666687,5.613333333335323,-4.726666666664684,BND,1,1,1,0
2010-04-16 21:45:00,1.0,clear,520.0266666666688,1.0,0.0,0.0,751.8761964148314,865.0746317593779,650.7458254513177,474.4519359604233,270.99611027065964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,291.340000000002,-3.459999999998011,-4.946666666664685,BND,1,1,0,0
2010-04-16 22:00:00,1.0,variable,455.0133333333355,1.0,0.0,0.0,781.0569946611046,850.261338694293,610.1725015838796,425.3683413913621,218.6420783080879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,231.5666666666687,-5.1733333333313425,-4.646666666664683,BND,1,1,0,0
2010-04-16 22:15:00,1.0,clear,377.13333333333543,1.0,0.0,0.0,806.9198503315743,831.8145925502598,567.1132021058472,374.8480503966791,166.9405459731717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,193.40666666666866,-5.293333333331342,-4.179999999998013,BND,1,1,0,0
2010-04-16 22:30:00,1.0,variable,268.1866666666687,1.0,0.0,0.0,829.3451039968176,809.8191316594045,521.7911301956913,323.2474613676475,117.03644347488154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05192,-88.37309,230,150.25333333333538,-5.226666666664674,-4.18666666666468,BND,1,1,0,0
